userId,train,gt,rec_AMR_visual_max_k5
63257,"[95875, 5254, 2571, 527, 122904, 114713, 420, 97188, 4262, 1704, 99114, 1201, 50, 57528, 1339, 1213, 6863, 56145, 87520, 480, 86644, 139385, 3578]","[110102, 5956, 68157, 119145, 1036, 5574]","[1619.0, 59369.0, 2023.0, 1573.0, 5574.0]"
63262,"[608, 33794, 4995, 1704, 48780, 134130, 50, 1203, 1206, 58559]","[104913, 105504, 2959]","[1721.0, 4226.0, 1193.0, 1213.0, 4993.0]"
63264,[],[356],[]
63276,"[8665, 1377]","[6934, 6365]","[293.0, 6365.0, 6934.0, 1036.0, 34150.0]"
63279,"[608, 480, 2410, 2571, 1645, 150, 6934, 4022, 8665, 858, 68157, 318, 6365]","[778, 589, 8529]","[1704.0, 5989.0, 1573.0, 6874.0, 1193.0]"
63292,"[480, 2959, 6550, 150, 2167, 1690, 1339]",[527],"[1089.0, 1704.0, 2011.0, 68157.0, 318.0]"
63293,"[1377, 4226, 6979, 1089, 2023, 1961, 1193, 2028, 7153, 3510, 6874, 858, 4223]",[4993],"[318.0, 3362.0, 1339.0, 1206.0, 1573.0]"
63301,"[480, 6754, 165, 7438]","[5810, 50, 586]","[1704.0, 2011.0, 4993.0, 1089.0, 5989.0]"
63304,"[480, 5952, 4995, 5989, 296, 1193, 1721, 6365]","[2571, 1214, 8665]","[1573.0, 318.0, 4022.0, 1200.0, 858.0]"
63319,"[293, 2023, 296, 119145, 115210, 99114, 778, 7438, 1584, 50, 1721, 116887, 122904, 44665]","[318, 1214, 116797, 904]","[1266.0, 1089.0, 4995.0, 356.0, 81932.0]"
63326,"[1704, 858, 68157, 904]",[1266],"[1089.0, 318.0, 1203.0, 912.0, 1213.0]"
63328,"[3362, 2410, 2571, 2028, 912, 3578, 1213]","[2409, 1089]","[1221.0, 1203.0, 1193.0, 3510.0, 2959.0]"
63332,"[5952, 4995, 356, 91974, 103688, 586, 99114, 589, 7153, 139385, 72731, 102686]","[119145, 778]","[134130.0, 58559.0, 480.0, 4993.0, 79132.0]"
63337,"[4993, 356, 6365, 58559]","[318, 1704, 1954, 589]","[293.0, 318.0, 1089.0, 165.0, 231.0]"
63341,"[95875, 4995, 122890, 48780, 1036, 189333, 122904, 204698, 102686, 122914, 165, 36519, 1584, 96432, 138036, 168248, 64957, 58559, 94405, 586, 53464, 5995, 54771]","[78772, 34150]","[109487.0, 5418.0, 8665.0, 7438.0, 4085.0]"
63359,"[2409, 1377, 1193, 356]",[589],"[1252.0, 1704.0, 608.0, 1573.0, 1089.0]"
63360,"[122912, 4226, 122892, 589, 188301, 7438, 103249, 134130, 122900, 79132, 1213, 318]",[97304],"[111759.0, 1704.0, 175303.0, 1089.0, 4993.0]"
63365,"[904, 296, 1193, 1036, 1200, 318]",[912],"[608.0, 2028.0, 134130.0, 1214.0, 79132.0]"
63368,"[5952, 608, 1954, 1704, 553, 1997, 912, 1214, 318]",[1200],"[111.0, 1193.0, 904.0, 1252.0, 2011.0]"
63374,"[5952, 6754, 114180, 2571, 527, 1200, 1201, 103249, 109487, 50, 6934, 114935, 97304, 2167, 1206, 2011]",[589],"[122904.0, 134130.0, 97752.0, 1036.0, 4993.0]"
63381,[480],[3578],"[1089.0, 1214.0, 1704.0, 7438.0, 2011.0]"
63385,"[858, 356, 586, 36519]","[1221, 50, 1206]","[1573.0, 1704.0, 1193.0, 1266.0, 4776.0]"
63386,"[608, 1252, 1193, 1584, 1266, 1203, 150]",[1377],"[111.0, 904.0, 527.0, 3198.0, 296.0]"
63393,"[608, 1089, 33794, 1252, 231, 7438, 7153, 50, 1206, 1721, 6874]","[1997, 2959]","[2571.0, 5995.0, 1704.0, 296.0, 4993.0]"
63395,"[33794, 6534, 34150, 48780, 7438, 7153, 30707, 6548, 69526, 4022, 8665, 1339]","[76175, 589, 2571, 6874, 53996]","[1704.0, 2959.0, 8861.0, 87520.0, 4993.0]"
63396,"[1954, 231, 1704, 1961, 586, 1193, 527, 4085]",[4022],"[1377.0, 858.0, 50.0, 3178.0, 1721.0]"
63399,"[480, 4993, 4226, 6, 1704, 2571, 150, 79132, 58559]","[5952, 5418, 527, 3578, 1221, 2011, 50]","[33794.0, 64957.0, 4995.0, 5952.0, 7438.0]"
63403,"[6874, 356, 122904, 84601, 3578, 111743]","[115149, 4993, 86644]","[296.0, 50.0, 2571.0, 2023.0, 2329.0]"
63404,"[912, 480, 266]","[296, 231]","[553.0, 1619.0, 3578.0, 1573.0, 3916.0]"
63405,"[608, 4993, 4226, 4995, 1221, 778, 2028, 111, 1200, 1201, 7153, 4084, 858, 1213]","[6, 6863, 5952]","[1193.0, 2571.0, 5952.0, 1704.0, 293.0]"
63409,"[231, 553, 586, 778, 318]","[356, 3916, 6]","[356.0, 480.0, 266.0, 4995.0, 1961.0]"
63415,"[3362, 4995, 1221, 904, 1961, 778, 2571, 1227, 912, 50, 8665, 6365]",[85414],"[1203.0, 3198.0, 5418.0, 296.0, 231.0]"
63417,"[4993, 1573, 5989, 586, 1036, 53996, 7153, 50, 30707, 5810, 8665, 1370, 139644, 68157]","[87520, 1089, 69526]","[111.0, 1704.0, 150.0, 4084.0, 6365.0]"
63423,"[1089, 5989, 2571, 1997, 6863, 7153, 1266, 2329, 6874]","[527, 1252, 2167, 1214]","[4995.0, 6.0, 6365.0, 5418.0, 4262.0]"
63428,"[5219, 1221, 589, 80846, 111759, 912, 96691, 175199]",[8861],"[78772.0, 5254.0, 134130.0, 111364.0, 175303.0]"
63436,"[420, 1221, 296, 527, 3578, 50, 1690, 318]","[5952, 1370]","[1200.0, 6.0, 1036.0, 2028.0, 1193.0]"
63454,"[608, 4226, 1252, 293, 1221, 165, 1193, 1721, 858, 318]","[2028, 589]","[589.0, 1704.0, 1200.0, 2028.0, 1213.0]"
63465,"[4993, 293, 5989, 2023, 231, 6863, 1214]","[2011, 1690, 1200, 4022, 7153]","[6365.0, 318.0, 480.0, 5995.0, 7438.0]"
63472,"[480, 1089, 4226, 608, 2023, 2571, 1997, 6863, 912, 1206, 122904, 6874]","[904, 109848]","[1954.0, 318.0, 4993.0, 2011.0, 50.0]"
63478,"[480, 4993, 4226, 293, 5254, 1573, 5418, 2959, 8529, 6548, 1214]",[1200],"[4995.0, 231.0, 527.0, 53996.0, 1036.0]"
63491,"[122882, 1221, 5989, 119145, 115210, 5418, 130956, 527, 89904, 4022, 116887, 8665, 858, 79132]","[68157, 2959, 97304, 296]","[116797.0, 1201.0, 778.0, 1193.0, 4995.0]"
63493,"[5952, 33794, 103688, 5418, 114795, 48780, 1036, 2959, 42738, 2167, 58559]",[53996],"[85414.0, 231.0, 1721.0, 79132.0, 4995.0]"
63499,"[4993, 5254, 778, 1193, 1584, 5952, 1089, 6979, 1221, 3916, 8529, 1370, 6874, 858, 6365, 480, 608, 6754, 356, 2411, 1266, 2167]","[1339, 30707, 3178, 4226]","[1704.0, 4022.0, 5995.0, 6.0, 231.0]"
63502,"[6, 904, 3362, 1954, 293, 296, 553, 1961, 1704, 1203, 318, 1089, 6979, 1221, 589, 8665, 480, 1252, 5989, 3178]","[4085, 7153]","[1213.0, 778.0, 3198.0, 150.0, 165.0]"
63506,"[608, 778, 4995, 231]","[589, 1036, 2011, 1704]","[480.0, 296.0, 4022.0, 6874.0, 2571.0]"
63507,"[480, 4776, 1961, 1036, 1584, 4022]",[608],"[8665.0, 318.0, 4995.0, 5418.0, 231.0]"
63508,"[128360, 119145, 112552, 139385, 3578, 318]","[527, 79132]","[109487.0, 1089.0, 122882.0, 2028.0, 165.0]"
63512,"[608, 1089, 2028, 1214, 318]","[296, 356]","[1704.0, 480.0, 296.0, 2011.0, 150.0]"
63515,"[4995, 293, 2329, 231, 296, 1193, 586, 5995, 1997, 111, 1584, 150, 1206, 1721, 6874]","[1573, 527, 50]","[4993.0, 318.0, 912.0, 5418.0, 527.0]"
63516,"[4993, 1954, 4995, 1089, 5989, 231, 1704, 553, 266, 2571, 589, 1584, 54771, 2167, 8665, 1370]","[2028, 7153]","[480.0, 318.0, 2011.0, 1721.0, 5418.0]"
63533,"[168248, 103688, 778, 111759, 527, 122904, 1721, 6874, 858]","[6365, 1997, 5995, 128360]","[4995.0, 142488.0, 122882.0, 7438.0, 356.0]"
63537,"[1089, 4993, 4226, 1573, 165, 1704, 1961, 2028, 1036, 589, 50, 1721, 858]","[2959, 318, 1370]","[608.0, 1266.0, 2011.0, 3578.0, 480.0]"
63539,"[4995, 2571, 81932, 1036, 79132, 85414, 48304, 1206, 5952, 5956, 8529, 8665, 6874, 2011, 356, 1252, 231, 7153, 134130, 4223]","[50, 109487, 7438]","[4022.0, 1721.0, 1961.0, 778.0, 1213.0]"
63540,"[480, 4993, 5956, 1704, 2959, 6863, 2167, 1721, 2011, 1214]","[6, 1206, 608, 1221]","[3578.0, 1089.0, 2028.0, 4995.0, 1954.0]"
63546,"[48780, 188301, 93838, 122900, 150, 122914, 165, 50, 1339, 1214, 318, 5952, 1221, 104913, 56145, 53464, 97752, 480, 128360, 119145, 2028, 1266, 86644]","[1213, 139385, 134130, 88140, 296, 111759, 6863, 3362, 78772, 112370]","[1089.0, 68157.0, 356.0, 1704.0, 109487.0]"
63548,"[480, 4993, 4226, 5989, 231, 1704, 589, 50, 1690, 1370, 318]","[4995, 527, 2028, 608, 1954]","[2011.0, 1573.0, 1200.0, 6365.0, 6.0]"
63556,"[4993, 7153, 44665, 6874, 79132, 1213]",[3147],"[116797.0, 85414.0, 293.0, 7438.0, 111759.0]"
63560,"[4226, 4995, 5254, 778, 111759, 527, 912, 150, 79132, 1704, 1584, 93363, 1206, 1213, 318, 58559, 1221, 8665, 1370, 111, 4085]","[6534, 1954, 5995, 48780, 109487, 2028, 33794]","[3147.0, 293.0, 1036.0, 4993.0, 296.0]"
63569,"[480, 1954, 5989, 231, 586, 589, 1721, 6874]","[5219, 858]","[4022.0, 858.0, 6365.0, 4995.0, 1573.0]"
63572,"[480, 266, 3147, 1036, 586, 2959, 527, 6863]","[318, 3916, 1193, 1584]","[1214.0, 318.0, 1721.0, 4995.0, 4993.0]"
63581,"[318, 1377, 1954, 296, 1193, 2409, 904, 2028, 912, 1690, 1721, 1370, 1214]","[356, 3916, 2011, 1252, 1036]","[480.0, 608.0, 2011.0, 1200.0, 150.0]"
63591,"[33794, 6754, 420, 1221, 4776, 1704, 2410, 2571, 2028, 1645, 8665, 2959, 1201, 6934, 1721, 858]","[5418, 3147, 2329, 5952, 6534, 5989, 1584]","[6365.0, 1193.0, 5989.0, 1573.0, 6.0]"
63595,"[480, 2329, 912, 50, 1266, 1721]","[527, 1573, 3147]","[1089.0, 778.0, 4226.0, 586.0, 1213.0]"
63597,"[33794, 356, 4262, 3578, 68157, 64957]","[7153, 53996, 2571]","[1089.0, 4995.0, 1704.0, 6.0, 296.0]"
63603,"[4995, 5219, 293, 296, 5418, 53996, 1036, 6863, 111, 912, 1203, 1721, 4022, 139385]","[64983, 608]","[2571.0, 527.0, 1213.0, 858.0, 4226.0]"
63605,"[1704, 1193, 1200, 1584, 3578, 6934, 150, 6874]",[586],"[318.0, 2571.0, 4223.0, 912.0, 5418.0]"
63612,"[1089, 4993, 5418, 3147, 1619, 4223]","[2028, 4995, 3578]","[778.0, 4776.0, 2023.0, 1704.0, 3510.0]"
63613,"[1089, 2329, 904, 1961, 1036, 1584, 7153, 50, 912, 4022, 6874, 1370, 1339, 6365]","[1266, 111, 165, 1645, 1377, 778, 4993, 2571, 1206]","[1997.0, 296.0, 5418.0, 608.0, 3198.0]"
63618,"[4993, 1089, 356, 296, 53996, 1036, 7438, 2329, 1370, 6365]","[48780, 4226, 6979]","[480.0, 293.0, 231.0, 318.0, 1214.0]"
63621,"[480, 4995, 420, 165, 356, 231, 1704, 1645, 111, 1200, 150, 1721, 3578, 2011]","[3362, 4776]","[5989.0, 1193.0, 586.0, 1089.0, 778.0]"
63625,"[3362, 1573, 2011, 231, 904, 2409, 778, 1961, 1584, 1266, 1690, 2329, 6874, 7387, 858]","[1370, 4995, 50, 1704, 2959, 4226]","[1997.0, 608.0, 296.0, 3198.0, 1339.0]"
63630,"[3362, 231, 2411, 4022, 1721, 858]","[553, 420, 1377]","[1573.0, 586.0, 1997.0, 1252.0, 6863.0]"
63631,"[122912, 5956, 1221, 122890, 53996, 589, 7438, 2028, 57528, 139385, 1214]","[74851, 5219, 105504, 33794, 8665, 175199, 162606, 95875]","[139644.0, 608.0, 1200.0, 50.0, 1954.0]"
63636,"[5952, 4993, 33794, 356, 5254, 266, 130634, 2028, 2571, 6863, 1584, 79695, 134130, 1721, 3510, 97752, 2329, 58559]","[117895, 105504, 5219]","[2959.0, 50.0, 5574.0, 231.0, 1619.0]"
63653,"[4995, 117895, 2571, 7438, 93838, 912, 6548, 36519, 112552, 176937, 109487, 1584, 50, 1203, 105653, 6979, 1221, 5574, 115149, 2011, 480, 128360, 80363, 158966, 3578, 139644]","[1721, 1961, 53972, 116977, 171763]","[1954.0, 122904.0, 111759.0, 8665.0, 608.0]"
63661,"[4226, 356, 296, 2571, 912, 7153, 53464, 2329]","[6534, 1206, 3578, 80846]","[64957.0, 4995.0, 231.0, 4223.0, 480.0]"
63684,"[4993, 6754, 2959, 2011, 6365]","[4085, 1584, 5952]","[1704.0, 5989.0, 5254.0, 58559.0, 318.0]"
63691,"[122912, 5952, 5219, 60040, 5418, 99114, 2028, 88140, 7438, 3578, 53972, 86644, 8665, 6874, 58559]","[165, 48780, 6548, 4022]","[115149.0, 4776.0, 69526.0, 53464.0, 7153.0]"
63696,"[1377, 4226, 3362, 1221, 4262, 4776, 1193, 2571, 111, 1200, 1203, 2329, 6874, 1214]","[7153, 5254, 33794]","[527.0, 1997.0, 1036.0, 57528.0, 1213.0]"
63704,"[5956, 1193, 3916, 6863, 1584, 150, 3578]","[231, 1704, 4995]","[5952.0, 2028.0, 3510.0, 318.0, 5418.0]"
63711,"[480, 4262, 1193, 586, 1584, 858]",[1721],"[1704.0, 4022.0, 1266.0, 608.0, 5995.0]"
63716,"[1089, 4226, 4995, 5956, 165, 1704, 553, 1036, 162606, 1200, 1201, 171763, 4022, 858, 194396]",[139385],"[168248.0, 2167.0, 1645.0, 44665.0, 122914.0]"
63731,[115149],"[2571, 53464, 7438]","[122882.0, 93363.0, 79695.0, 111781.0, 122904.0]"
63733,"[4995, 111364, 122920, 5418, 5995, 81932, 115210, 2959, 84601, 112370, 7153, 53972, 4022, 110102, 6934, 1721, 72731, 68157]","[48780, 5219, 106491, 111781, 30707, 1193, 5989, 91978, 142488, 1339]","[7438.0, 109487.0, 69526.0, 58559.0, 79132.0]"
63739,"[5989, 7438, 2959, 1584, 7153, 5810, 6863, 1206, 8861]","[53996, 30707]","[4995.0, 4993.0, 5418.0, 318.0, 58559.0]"
63747,"[48780, 1203, 53464, 3578, 58559]","[480, 4993]","[65514.0, 4226.0, 5952.0, 4995.0, 64957.0]"
63752,"[4995, 111364, 111759, 527, 2959, 69526, 110102, 97304, 109848, 204698, 4262, 85414, 1704, 122920, 1200, 1203, 68157, 318, 58559, 1221, 356, 5989, 34150, 2028, 91630, 134130, 158966, 139644]","[110501, 106841, 112552, 99114, 65514]","[293.0, 6874.0, 1213.0, 296.0, 778.0]"
63754,"[608, 356, 296, 778, 1266, 4022, 6365]","[2329, 480, 7153]","[6.0, 1704.0, 1584.0, 586.0, 231.0]"
63756,"[1721, 2011, 58559, 1339]","[296, 356, 5952]","[1089.0, 5418.0, 4993.0, 69526.0, 2329.0]"
63762,"[4993, 2167]","[60040, 95875]","[1704.0, 7438.0, 5952.0, 79132.0, 4995.0]"
63767,"[4993, 356, 3147, 2028, 122904, 858, 6365]",[1221],"[50.0, 2571.0, 5418.0, 6863.0, 1721.0]"
63769,"[1573, 36519, 59369, 88140, 115149, 56145, 42738, 122900, 6934, 114935, 122904, 8665, 204698, 102686, 111743]","[48304, 122892, 109487, 4993, 122912, 1704, 64983, 50]","[50.0, 5574.0, 93363.0, 6754.0, 111759.0]"
63771,"[608, 1377, 1089, 356, 4262, 1193, 5418, 553, 2028, 589, 1645, 266, 1201]","[1339, 778, 1997]","[1704.0, 3578.0, 1584.0, 1200.0, 1573.0]"
63791,"[60040, 2571, 48780, 1370, 858, 72731, 68157]","[5574, 1193, 50]","[7438.0, 58559.0, 4993.0, 76175.0, 6934.0]"
63796,"[1089, 356, 8861, 1961, 553, 8985, 6365, 1721, 3578, 1213]","[2329, 33794, 5254, 1704]","[480.0, 266.0, 1573.0, 4022.0, 2011.0]"
63799,"[608, 1954, 4995, 6979, 231, 904, 1193, 778, 266, 3916, 1227, 30707, 858, 1214]","[1252, 2959]","[296.0, 50.0, 1203.0, 1252.0, 1213.0]"
63809,"[5952, 1954, 5219, 4995, 293, 6, 231, 296, 165, 5418, 1036, 1370, 3578, 6365]","[2167, 356, 2959, 589]","[8665.0, 4085.0, 553.0, 480.0, 5956.0]"
63829,"[4226, 231, 1961, 778, 2571, 2410, 1645, 3578, 1721, 1370, 858]","[6, 50]","[480.0, 296.0, 4262.0, 6.0, 1213.0]"
63831,"[162082, 103688, 48780, 122892, 7438, 527, 2028, 2959, 73808, 111, 168366, 1206, 8638]",[68157],"[93363.0, 175303.0, 4993.0, 134130.0, 111781.0]"
63836,"[4993, 356, 293, 5254, 5989, 165, 586, 1645, 1200, 3578, 4085, 4022, 6874, 1370, 1214]",[2959],"[318.0, 231.0, 6365.0, 1036.0, 1377.0]"
63844,"[4993, 4226, 157699, 48780, 122900, 110102, 1690, 8861, 111781, 1200, 1201, 1203, 1089, 1997, 480, 119145, 7153, 42738, 84601, 3578]","[133195, 858]","[7438.0, 1573.0, 1206.0, 608.0, 93363.0]"
63846,"[34150, 6534, 1227, 2571, 5810, 150, 1206]","[2028, 5952, 1584]","[6874.0, 4993.0, 7153.0, 33794.0, 5995.0]"
63848,"[608, 1089, 33794, 356, 296, 586, 2411, 5418, 1201, 318]","[1036, 1961, 1193, 1721]","[6.0, 1704.0, 2011.0, 58559.0, 2571.0]"
63857,"[5952, 480, 1573, 4262, 1704, 2411, 2167, 2329, 858, 2011, 318]","[6934, 4085]","[586.0, 589.0, 1200.0, 1266.0, 165.0]"
63867,"[33794, 4995, 356, 293, 5956, 296, 2028, 1997, 6863, 1200, 8665]",[266],"[231.0, 1954.0, 318.0, 150.0, 7153.0]"
63868,"[1961, 1690, 1203, 6]","[296, 1213]","[1954.0, 318.0, 2571.0, 904.0, 1573.0]"
63875,"[1377, 1954, 356, 420, 1961, 2410, 2409, 1201, 4084, 2167, 1213, 1214]","[858, 904, 1266]","[480.0, 231.0, 2011.0, 1089.0, 553.0]"
63877,"[480, 139385, 4226, 122882, 5956, 293, 1221, 3147, 589, 1584, 30707, 114935, 173145, 1213]","[318, 1721]","[778.0, 139644.0, 1961.0, 5219.0, 858.0]"
63882,"[480, 4993, 3147, 2028, 48304, 50, 69526, 4022, 150, 2329, 6874, 6365]","[78772, 6934, 296]","[231.0, 4995.0, 1721.0, 356.0, 1089.0]"
63891,"[4993, 1573, 231, 1704, 1193, 296, 7438, 3578, 58559]","[318, 6365, 904]","[6874.0, 2959.0, 6365.0, 4995.0, 318.0]"
63902,"[778, 589, 2959, 1200, 1721]","[1206, 1214]","[293.0, 1036.0, 1213.0, 165.0, 4262.0]"
63906,"[4993, 293, 165, 1704, 5418, 2028, 111, 4022, 2011, 1213, 318]","[79132, 589]","[480.0, 8665.0, 589.0, 3147.0, 58559.0]"
63908,"[33794, 356, 6534, 91630, 111759, 103249, 197203, 174585]",[6874],"[173145.0, 122904.0, 134130.0, 177593.0, 130634.0]"
63918,"[114180, 60040, 109578, 6548, 150, 8985, 122912, 111781, 4262, 122920, 1704, 96691, 4022, 64957, 1214, 68157, 6979, 5574, 102088, 586, 170827, 133195, 6874, 858, 6365, 480, 5989, 231, 2409, 65514, 2028, 134130, 42738, 86644, 4085, 114935, 106491]","[53464, 1584, 58559, 171763, 3147, 104913]","[5254.0, 139385.0, 6534.0, 4993.0, 93363.0]"
63921,"[105355, 111759, 150, 105504, 162598, 1704, 162606, 93363, 78772, 160438, 116797, 58559, 94405, 586, 80846, 103249, 1619, 6365, 6754, 80363, 53996, 2028, 7153, 134130, 171763, 139644]","[48780, 114180, 5574, 34150, 72731, 96691, 122912, 4993, 133195, 160980]","[112370.0, 3147.0, 106841.0, 114935.0, 6934.0]"
63923,"[87520, 4223, 293, 5254, 296, 553, 3178, 91978, 88140, 1997, 69526, 44665, 6874, 92507, 1213, 58559]","[65514, 2028, 608, 1721, 4022]","[6.0, 165.0, 231.0, 6548.0, 2959.0]"
63927,"[4993, 4226, 5989, 80363, 1036, 2028, 3578, 1214]","[165, 58559, 53996]","[7153.0, 1954.0, 33794.0, 2571.0, 5952.0]"
63931,"[6, 904, 59369, 1036, 3578]","[34150, 5995, 420, 4022, 858, 53972]","[2959.0, 3510.0, 2028.0, 1213.0, 589.0]"
63944,"[480, 157699, 1573, 5254, 1704, 5418, 3147, 5995, 91630, 76175, 103249, 5810, 8985, 110102, 2329, 3578, 2011, 1214]","[93363, 34150]","[608.0, 1690.0, 1339.0, 1377.0, 138036.0]"
63963,"[608, 480, 1339, 912]","[1221, 318]","[1704.0, 2011.0, 1089.0, 165.0, 1266.0]"
63966,"[1377, 5956, 1573, 4776, 3178]","[6863, 33794, 2571, 318, 6365, 5574]","[420.0, 231.0, 1619.0, 3578.0, 36519.0]"
63967,"[4226, 33794, 60040, 778, 115210, 65682, 3362, 110501, 296, 4022, 168248, 177593, 68157, 175303, 88140, 8529, 56145, 8665, 6874, 92507, 7387, 608, 5995, 1645, 134130, 171763, 139385, 3198]","[58559, 2959, 115149, 57528, 162598, 4223, 6]","[139644.0, 169984.0, 5952.0, 185029.0, 116887.0]"
63970,"[5952, 4993, 33794, 4262, 85414, 4776, 5418, 2571, 3147, 589, 1200, 7153, 97752, 2329, 3578, 64957, 58559]",[8665],"[4995.0, 79132.0, 2959.0, 6365.0, 6.0]"
63977,"[296, 586, 2028, 6863, 1206, 64983, 3578]","[356, 99114, 1584]","[858.0, 608.0, 6874.0, 1193.0, 4022.0]"
63981,"[105504, 4226, 356, 1704, 94985, 1961, 3147, 48780, 2028, 5418, 96432, 56145, 93363, 4022, 97304, 139642, 92507]","[53972, 44665, 112552, 58559]","[50.0, 8529.0, 527.0, 3198.0, 8638.0]"
63983,"[3578, 778, 527]","[4993, 608, 904]","[3147.0, 356.0, 5574.0, 1721.0, 6754.0]"
63986,"[139385, 1704, 1036, 589, 111759, 44665, 138036, 6934, 177593, 2011]","[5989, 1206]","[293.0, 122900.0, 1206.0, 171763.0, 1089.0]"
63988,"[1200, 480, 858, 5952]","[4085, 58559, 1214]","[608.0, 1704.0, 3578.0, 589.0, 2571.0]"
63995,"[4995, 117895, 169864, 109578, 76175, 69526, 97304, 122904, 114713, 1690, 1721, 68157, 318, 175303, 3147, 589, 56145, 104913, 160980, 2028, 114935, 111743]","[5989, 116887, 112370]","[109487.0, 105504.0, 119145.0, 139385.0, 134130.0]"
63996,"[1721, 3147, 356]",[4995],"[1089.0, 2329.0, 231.0, 3578.0, 318.0]"
64000,"[175303, 296, 119145, 99114, 105355, 122900, 110102, 122904, 69275]","[4226, 115210, 138036]","[109487.0, 318.0, 122882.0, 4993.0, 192385.0]"
64003,"[1961, 356, 165, 1214]","[3147, 3510, 1573, 1200]","[480.0, 231.0, 4776.0, 293.0, 4995.0]"
64007,"[1721, 1339]",[912],"[356.0, 420.0, 231.0, 3147.0, 2023.0]"
64018,"[95875, 114180, 101895, 109578, 48780, 122904, 105504, 1206, 116797, 64957, 5952, 5574, 586, 115149, 1370, 6874, 146656, 5219, 65514, 44665]","[87520, 128360]","[7153.0, 103249.0, 33794.0, 114935.0, 139385.0]"
64019,"[6, 122904, 2329, 122912, 5418, 99114, 109487, 1213, 318, 8638, 1214, 64957, 3147, 589, 1370, 480, 1377, 91630, 171763, 139644]","[778, 1203]","[1704.0, 293.0, 1089.0, 4993.0, 296.0]"
64020,"[608, 1954, 111781, 106491, 296, 130634, 3147, 7438, 1200, 129937, 1584, 96432, 122900, 1203, 1721, 92507, 1214]",[5995],"[904.0, 6.0, 420.0, 2028.0, 5989.0]"
64026,"[165, 6, 231, 553, 266, 586, 589]",[420],"[480.0, 4022.0, 858.0, 1961.0, 293.0]"
64030,"[6, 231, 778, 1036, 81932, 2028, 527, 912, 1201, 50, 109487, 318]",[293],"[608.0, 293.0, 165.0, 296.0, 111.0]"
64042,"[1954, 165, 266, 589, 1997, 111, 527, 1584, 50, 7153, 858, 2329, 6874, 6365, 1214]",[318],"[296.0, 1573.0, 480.0, 1193.0, 4022.0]"
64043,"[105504, 111364, 356, 85414, 2023, 904, 5995, 88140, 1227, 111759, 912, 104913, 6934, 97752]","[60040, 4022, 177497, 293]","[2959.0, 2329.0, 6874.0, 69526.0, 112552.0]"
64045,"[4995, 5989, 59369, 50, 158966, 6934, 3578, 2011, 318]","[4022, 586, 4226]","[231.0, 2959.0, 1721.0, 6365.0, 293.0]"
64049,"[1377, 4993, 4995, 8638, 165, 2571, 1036, 589, 1997, 2028, 4022, 3198]","[1206, 480, 1193]","[6365.0, 858.0, 1201.0, 480.0, 6.0]"
64050,"[114180, 150, 1954, 85414, 4262, 4776, 553, 99114, 160438, 318, 6979, 5956, 1221, 88140, 3916, 1997, 1370, 175199, 5989, 231, 2409, 2410, 1645, 2167, 4223]","[103688, 7438, 356, 1704]","[1961.0, 6365.0, 3510.0, 4995.0, 7153.0]"
64055,"[7438, 2329, 165, 1193, 109487, 1584, 1200, 105653, 160438, 1339, 116797, 586, 3147, 1619, 53972, 608, 2410, 2028, 7153]","[1704, 1573, 231, 6979, 99114]","[231.0, 296.0, 111.0, 97304.0, 5956.0]"
64060,"[480, 1221, 266, 858, 6365]","[608, 589]","[231.0, 4022.0, 3510.0, 1573.0, 318.0]"
64062,"[912, 1721, 1213, 1206]","[3578, 318, 904]","[1704.0, 111.0, 266.0, 1645.0, 1573.0]"
64069,"[4226, 4995, 904, 112552, 2571, 7438, 2959, 5810, 97752, 64957]","[60040, 293, 85414, 109487, 1961]","[1203.0, 2329.0, 1213.0, 7153.0, 1721.0]"
64073,"[608, 6979, 1573, 6534, 231, 5418, 3147, 2028, 4085]","[2571, 480]","[4022.0, 2571.0, 1206.0, 3916.0, 6365.0]"
64084,"[608, 356, 1252, 778, 2410, 1645, 1201, 2329, 1370, 1213]","[1200, 589]","[4262.0, 1227.0, 296.0, 6.0, 2571.0]"
64098,"[2410, 589, 1213, 2028]",[904],"[1954.0, 1200.0, 1573.0, 1089.0, 2011.0]"
64107,"[5219, 162598, 177593, 88140, 168366, 112370, 171763, 79132, 53464, 8665, 200540, 175199]",[1721],"[122914.0, 162606.0, 122912.0, 122920.0, 173145.0]"
64118,"[356, 296, 5418, 2571, 53996, 6365, 58559]","[1214, 231]","[7438.0, 231.0, 6874.0, 480.0, 6934.0]"
64139,"[4226, 4995, 420, 356, 1704, 266, 3147, 3510, 2167, 6874, 2011, 318]","[1370, 1961]","[1961.0, 3916.0, 34150.0, 231.0, 7153.0]"
64142,"[904, 553, 5995, 48780, 1584, 1206, 7387, 68157, 58559]",[3147],"[44665.0, 3198.0, 1089.0, 296.0, 608.0]"
64143,"[318, 1193, 1690, 1214]",[1227],"[2028.0, 150.0, 296.0, 111.0, 1573.0]"
64147,"[480, 1089, 5952, 33794, 1221, 2329, 296, 2028, 48780, 6863, 4022, 8985, 1721, 318]","[79132, 1213, 1704, 4776, 3578, 5989, 58559, 7387]","[2959.0, 1954.0, 912.0, 4226.0, 2571.0]"
64149,"[480, 356, 1252, 231, 1961, 5418, 2959, 912, 30707, 4085, 858, 318]","[48780, 420, 4993]","[2571.0, 111.0, 1721.0, 608.0, 1213.0]"
